Comment,Cluster
democrat fought keep slavery fought first black politician instated amp made kkk republican abolished slavery,ethnicity
96000 youre literally talented,not_cyberbullying
love groupchats one first hamilton moot made ur amazing love u much lt 3,not_cyberbullying
nigger black person around since fucking old time sound dumb fuck,other_cyberbullying
kind name cause mad way foh next time see slapping fuck outta dumb nigger,other_cyberbullying
robin cross fired outright dumb as,other_cyberbullying
would call attorney girlfriend nigger whilst taped,gender
shade argument dead girl even entertain dumb fuck beyond,other_cyberbullying
dumb nigger always asking favour come start telling lie fuck say force,other_cyberbullying
white hispanic called negro using terry crew gif,ethnicity
imagine black woman getting pregnant white man let call nigger fucking smh disgusting,gender
know people befriend bad as people mean example huge shane fan true color came black as unsubscribed immediately even know past anything,ethnicity
notice something,not_cyberbullying
still nigger world matter shade dumb fuck current mindset ya remain nigger,other_cyberbullying
first time everything dumb dick,other_cyberbullying
go fuck ree,other_cyberbullying
racism wen u select ur white cloth wash b4 colored one stop racism today nd wash dem 2gether,ethnicity
suck dumb african nigger read,other_cyberbullying
fuck think,other_cyberbullying
example two completely different type people,gender
black protester using right protest,ethnicity
happy happy birthdaaay rlly wanted greet exactly 12am anyw hope u enjoy ur day today bby love youu much ure one first friend made im thankful youuu hope ure always h py mwa,not_cyberbullying
disgusting people call black people nigger cotton picker,ethnicity
think ancestor wanted pick cotton,ethnicity
think wanted get whipped raped,gender
think wanted hung,not_cyberbullying
think disgusting,other_cyberbullying
rt fuck obama dumb as nigger fuck ole ugly hoe,other_cyberbullying
stop trying see online facebook,not_cyberbullying
fuck obama dumb as niggerthis bitch mad,other_cyberbullying
fuckin dumb black as nigger baby bitch,other_cyberbullying
bitch fuck want dumb nigger say somn,other_cyberbullying
oh wow rt dumb ignorant nigger,other_cyberbullying
hate white ppl say diffrent black nigger dumbshit white nothing diffrent fuck dumb as ppl,ethnicity
hope black american realized played liberal left extreme socialist marxist agenda,ethnicity
people careful wish pelosi schumer biden team havent done anything past future,not_cyberbullying
tge fuck hot beach u black people fucking dumb need white freaky friend,other_cyberbullying
fuck obama dumb as nigger aye bitch u usin tha n word lil loosly though u need chill,other_cyberbullying
white dumb fuck today want act psychotic angry world state anyone incl white nigger lover,other_cyberbullying
youll never seen anything past angry cr zy,other_cyberbullying
hey disgusting arrested hate crime,other_cyberbullying
attack black woman amp committed verbal amp physical assault kicked called niger,gender
austin river whatever fuck want,not_cyberbullying
aint even trying rob smfh seems want fuck n son fun dumb nigger,other_cyberbullying
word racist disappear anyone decides charge someone racism incident brought forward,ethnicity
either one,not_cyberbullying
story time send voice note wan na hear ur voice ok send one return ok sent one wait bitch lem hear ok,not_cyberbullying
sending voice note first time hear voice said bitch voice deep wtf,other_cyberbullying
mitt romney hopefully bring back slave lol,not_cyberbullying
bunch dumb as house nigger think free 6 19th nigger get permission massa vote,other_cyberbullying
fuck obama dumb as nigger dumb ugly white bitch tho,other_cyberbullying
dumb fuck think shit okay get mad somebody call nigger lmfao go fuckin figure,other_cyberbullying
im racist hate nigger act dumb fuck there difference,ethnicity
michael clifford 5sos fuck dumb as nigger h8 follow,other_cyberbullying
talkin bad wan na fuck chick every day get annoying amp get pussy end dumb nigger,other_cyberbullying
cuz zimmerman racist fuck killed innocent kid cuz black,ethnicity
im fanboying red dumb fuck im using account troll nigger thinking im real,other_cyberbullying
aint nobody trying hear dumb as european rapping,other_cyberbullying
nothing surprised,not_cyberbullying
racist colored ppl inside country u think better,ethnicity
behavior hard shake,not_cyberbullying
oh dumb fuck think nigger navy shit funny,other_cyberbullying
need yo as beat,not_cyberbullying
fuck boi rt hate worldstarhiphop hate dumb nigger,other_cyberbullying
dont know fuck talking knew nigger dumb dumb,other_cyberbullying
body blood tangible truth south past,not_cyberbullying
black people come owned white people come,ethnicity
blackness put side anything,ethnicity
put squarely heart debate,not_cyberbullying
fr havent heard anyone said,not_cyberbullying
anything past pride month lot amplifying black lgbt voice specifically,ethnicity
dumb ugly fuck name wayne ugly nigger phone mother fucking pussy complexion pic,other_cyberbullying
lmfao shez dumb fuck lol never always nigger,other_cyberbullying
put past lebron stan think could hang,not_cyberbullying
u know lebron stans think anything lol,other_cyberbullying
ughhhhhhhh fuck father giving money till next week,other_cyberbullying
lmao bakin balarabe racist black people like chicken,ethnicity
certain tacky as black people act fucking dumb mean call u nigger,ethnicity
called nigger every 2 3 week one game another past 20 fucking year playing video game fuck talking nigga dumb stupid,other_cyberbullying
honestly one dumb nigger,other_cyberbullying
trojan hopefully one day find nightstick located deep inside anus,not_cyberbullying
fuck nigger dumb as piece shit,other_cyberbullying
translation find way good little nigger slave massa doesnt kill u,other_cyberbullying
boy fuck dumb shaped head,other_cyberbullying
gt aint screamin fuck fuck,other_cyberbullying
lt thats dumb nigger shit,other_cyberbullying
dumb fucking nigger spick whatever fuck mother fucker mom breathe,other_cyberbullying
got ta get twitter cuz dumb shit,other_cyberbullying
show much u support solo project,not_cyberbullying
rt stupid bitch rt sodomize bitch rt fuck obama dumb as nigger,other_cyberbullying
word thug replaced word nigger racially charged term used dehumanize black community america,ethnicity
go mall rich white ppl shop,not_cyberbullying
makgowa said nigger islam threatening american freedom,religion
got goat herder living cave afghanistan want kill u unless join u war nigger joined 100 thousand,religion
dumb as bitch omg,other_cyberbullying
amount aggressive disrespectful disgusting nigga came contact tonight unreal,other_cyberbullying
wish wouldnt cherry pick tweet like insinuate im rationalizing racism,ethnicity
context provided thought allen specific incident use word general even case unearthed tweet athlete,not_cyberbullying
fuck obama dumb as nigger people need find jesus,other_cyberbullying
called nigger faggot dumb fuck dumb chimp horrid slur multiple time,other_cyberbullying
lord know yo hoe asked u,other_cyberbullying
1 52 1 53 chill look fake fuck,other_cyberbullying
dumb as got paper hate,other_cyberbullying
quick play noble detastes racsim one employee called negro said major issue swept carpet,not_cyberbullying
defend white man dismisses,ethnicity
many people one pay check away tossed got ta pay first,not_cyberbullying
ok guess using screenshots lol,not_cyberbullying
legit messaged school legit talking one u tried telling stupid legit incredibly strong point plus really telling ur part story first,not_cyberbullying
hoe think baby mother mean something nigger dumb hoe another word still going fuck,other_cyberbullying
nimby centrist never set foot anything remotely resembling hood,not_cyberbullying
funny thing black folk built whole gotdam cracker world,other_cyberbullying
none would exist white folk hadnt dehumanized black folk,ethnicity
rip mention fuck obama dumb as nigger,other_cyberbullying
fuck show someone whose never said nigger amp show someone ignorant dumb,other_cyberbullying
trump father sued violating fair housing act,not_cyberbullying
giving trump past fair share racism,ethnicity
trump history racism go beyond,ethnicity
ok since kkk used go around killing black folk dont know 40 50 year ago black people cuz make ok,ethnicity
segregating fix anything,not_cyberbullying
need unity,not_cyberbullying
angry past fix past learn,not_cyberbullying
